id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
590676,26,MissedShots,89.0999984741211,63.29999923706055,0.0672309920191764,Junior Adamu,h,12069,OpenPlay,2024,LeftFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,Max Rosenfelder,Chipped
590686,45,SavedShot,97.0999984741211,59.70000076293945,0.2637703716754913,Junior Adamu,h,12069,SetPiece,2024,LeftFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,Vincenzo Grifo,Cross
590688,57,Goal,81.9000015258789,50.0,0.316991776227951,Junior Adamu,h,12069,OpenPlay,2024,LeftFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,Vincenzo Grifo,Throughball
590691,60,Goal,95.19999694824219,47.79999923706055,0.1557332873344421,Junior Adamu,h,12069,OpenPlay,2024,LeftFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,,Rebound
590703,85,MissedShots,96.0999984741211,56.99999999999999,0.493996649980545,Junior Adamu,h,12069,OpenPlay,2024,Head,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,,None
590702,85,SavedShot,92.0,51.5,0.4955017864704132,Junior Adamu,h,12069,OpenPlay,2024,RightFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,Christian Günter,BallTouch
592335,58,BlockedShot,90.59999847412108,35.4000015258789,0.1069221347570419,Junior Adamu,a,12069,OpenPlay,2024,LeftFoot,27772,FC Heidenheim,Freiburg,0,3,2024-09-21 13:30:00,Eren Sami Dinkci,TakeOn
594022,70,MissedShots,90.5,46.0,0.0540826022624969,Junior Adamu,h,12069,OpenPlay,2024,Head,27779,Freiburg,St. Pauli,0,3,2024-09-28 13:30:00,Christian Günter,Aerial
595409,26,MissedShots,78.4000015258789,49.70000076293945,0.0553745292127132,Junior Adamu,a,12069,OpenPlay,2024,RightFoot,27789,Werder Bremen,Freiburg,0,1,2024-10-05 13:30:00,Lukas Kübler,LayOff
595413,44,BlockedShot,87.30000305175781,57.900001525878906,0.0587437227368354,Junior Adamu,a,12069,OpenPlay,2024,LeftFoot,27789,Werder Bremen,Freiburg,0,1,2024-10-05 13:30:00,Maximilian Eggestein,Cross
596930,16,MissedShots,72.5,63.70000076293946,0.0183014553040266,Junior Adamu,h,12069,OpenPlay,2024,LeftFoot,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,Eren Sami Dinkci,Pass
596931,17,SavedShot,84.0999984741211,62.70000076293945,0.053848847746849,Junior Adamu,h,12069,OpenPlay,2024,RightFoot,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,Maximilian Eggestein,Pass
596935,27,BlockedShot,91.1999969482422,53.400001525878906,0.1023776531219482,Junior Adamu,h,12069,FromCorner,2024,RightFoot,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,,None
598350,10,MissedShots,89.5,48.700000762939446,0.420171320438385,Junior Adamu,a,12069,OpenPlay,2024,RightFoot,27806,RasenBallsport Leipzig,Freiburg,3,1,2024-10-26 13:30:00,,None
598363,52,SavedShot,90.9000015258789,48.5,0.1130849719047546,Junior Adamu,a,12069,OpenPlay,2024,Head,27806,RasenBallsport Leipzig,Freiburg,3,1,2024-10-26 13:30:00,Christian Günter,Cross
600593,33,SavedShot,85.5,50.5,0.1257788240909576,Junior Adamu,h,12069,OpenPlay,2024,RightFoot,27819,Freiburg,Mainz 05,0,0,2024-11-03 14:30:00,Eren Sami Dinkci,Pass
601148,8,MissedShots,91.59999847412108,43.0,0.0468472503125667,Junior Adamu,a,12069,OpenPlay,2024,Head,27829,Union Berlin,Freiburg,0,0,2024-11-08 19:30:00,Christian Günter,Aerial
601159,33,MissedShots,94.1999969482422,44.0,0.6411063075065613,Junior Adamu,a,12069,OpenPlay,2024,RightFoot,27829,Union Berlin,Freiburg,0,0,2024-11-08 19:30:00,Patrick Osterhage,Pass
602764,70,SavedShot,91.30000305175781,56.900001525878906,0.3186185956001282,Junior Adamu,a,12069,SetPiece,2024,LeftFoot,27835,Borussia Dortmund,Freiburg,4,0,2024-11-23 14:30:00,Vincenzo Grifo,Chipped
612215,5,MissedShots,94.0,58.20000076293945,0.0841614156961441,Junior Adamu,a,12069,OpenPlay,2024,RightFoot,27896,VfB Stuttgart,Freiburg,4,0,2025-01-18 14:30:00,,None
613252,86,MissedShots,93.3000030517578,56.99999999999999,0.0417156442999839,Junior Adamu,h,12069,OpenPlay,2024,Head,27912,Freiburg,Bayern Munich,1,2,2025-01-25 14:30:00,Philipp Lienhart,Aerial
616070,67,SavedShot,87.5,70.30000305175781,0.0529241636395454,Junior Adamu,h,12069,OpenPlay,2024,LeftFoot,27926,Freiburg,FC Heidenheim,1,0,2025-02-08 14:30:00,Vincenzo Grifo,Pass
622518,8,MissedShots,94.90000152587892,43.79999923706055,0.0975250825285911,Junior Adamu,a,12069,OpenPlay,2024,Head,27972,Mainz 05,Freiburg,2,2,2025-03-15 14:30:00,Kiliann Sildillia,Pass
622529,48,MissedShots,90.9000015258789,56.99999999999999,0.067790076136589,Junior Adamu,a,12069,OpenPlay,2024,Head,27972,Mainz 05,Freiburg,2,2,2025-03-15 14:30:00,Christian Günter,Cross
625619,53,SavedShot,93.0,53.0,0.4850429892539978,Junior Adamu,h,12069,OpenPlay,2024,RightFoot,27988,Freiburg,Borussia Dortmund,1,4,2025-04-05 13:30:00,,None
627067,50,SavedShot,90.80000305175781,41.599998474121094,0.1148486286401748,Junior Adamu,a,12069,OpenPlay,2024,RightFoot,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,Vincenzo Grifo,Pass
627071,57,BlockedShot,91.6999969482422,46.400001525878906,0.131918579339981,Junior Adamu,a,12069,FromCorner,2024,LeftFoot,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,,Rebound
627075,74,BlockedShot,91.1999969482422,47.700000762939446,0.1271386295557022,Junior Adamu,a,12069,OpenPlay,2024,RightFoot,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,Kiliann Sildillia,Pass
590668,2,MissedShots,86.69999694824219,47.200000762939446,0.0384482815861702,Maximilian Eggestein,h,125,SetPiece,2024,RightFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,Vincenzo Grifo,Cross
590696,66,BlockedShot,83.69999694824219,45.5,0.074974350631237,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,,Rebound
595406,15,MissedShots,77.0999984741211,56.70000076293945,0.0209724567830562,Maximilian Eggestein,a,125,OpenPlay,2024,LeftFoot,27789,Werder Bremen,Freiburg,0,1,2024-10-05 13:30:00,,Rebound
595410,28,SavedShot,78.4000015258789,40.099998474121094,0.0317353196442127,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,27789,Werder Bremen,Freiburg,0,1,2024-10-05 13:30:00,Eren Sami Dinkci,Pass
595418,57,BlockedShot,77.0,37.59999847412109,0.0201559737324714,Maximilian Eggestein,a,125,OpenPlay,2024,LeftFoot,27789,Werder Bremen,Freiburg,0,1,2024-10-05 13:30:00,,None
596933,26,SavedShot,72.4000015258789,48.099998474121094,0.0130563359707593,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,,None
596948,87,BlockedShot,89.19999694824219,48.200000762939446,0.1110235080122947,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,,None
600595,47,MissedShots,71.19999694824219,58.900001525878906,0.0140401553362607,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27819,Freiburg,Mainz 05,0,0,2024-11-03 14:30:00,Vincenzo Grifo,Pass
600597,54,BlockedShot,90.5,71.0999984741211,0.037083763629198,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27819,Freiburg,Mainz 05,0,0,2024-11-03 14:30:00,Vincenzo Grifo,Pass
604201,1,BlockedShot,85.5,33.400001525878906,0.0451524183154106,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27845,Freiburg,Borussia M.Gladbach,3,1,2024-11-30 14:30:00,Lucas Höler,Pass
604211,44,SavedShot,75.19999694824219,64.80000305175781,0.0275575891137123,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27845,Freiburg,Borussia M.Gladbach,3,1,2024-11-30 14:30:00,Nicolas Höfler,Pass
606534,27,BlockedShot,85.30000305175781,41.9000015258789,0.0888789743185043,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,27852,Hoffenheim,Freiburg,1,1,2024-12-08 16:30:00,Ritsu Doan,Pass
606539,45,MissedShots,86.9000015258789,45.09999847412109,0.0796290561556816,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,27852,Hoffenheim,Freiburg,1,1,2024-12-08 16:30:00,,None
608483,14,SavedShot,96.19999694824219,51.70000076293946,0.7387526035308838,Maximilian Eggestein,a,125,SetPiece,2024,Head,27868,Bayer Leverkusen,Freiburg,5,1,2024-12-21 17:30:00,,Aerial
610660,28,SavedShot,72.0,47.200000762939446,0.015931848436594,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27881,Freiburg,Holstein Kiel,3,2,2025-01-11 14:30:00,,Rebound
613240,5,BlockedShot,72.9000015258789,43.79999923706055,0.01810291595757,Maximilian Eggestein,h,125,OpenPlay,2024,LeftFoot,27912,Freiburg,Bayern Munich,1,2,2025-01-25 14:30:00,Ritsu Doan,Pass
614751,59,BlockedShot,88.80000305175781,41.599998474121094,0.0876400768756866,Maximilian Eggestein,a,125,FromCorner,2024,LeftFoot,27914,Bochum,Freiburg,0,1,2025-02-01 14:30:00,,Rebound
614749,59,BlockedShot,87.5999984741211,28.499999999999996,0.0489378497004509,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,27914,Bochum,Freiburg,0,1,2025-02-01 14:30:00,Kiliann Sildillia,Pass
618113,58,BlockedShot,94.69999694824219,58.799999237060554,0.0286636240780353,Maximilian Eggestein,h,125,FromCorner,2024,Head,27944,Freiburg,Werder Bremen,5,0,2025-02-21 19:30:00,Vincenzo Grifo,Aerial
621512,63,BlockedShot,88.80000305175781,53.599998474121094,0.0751554071903228,Maximilian Eggestein,h,125,FromCorner,2024,RightFoot,27963,Freiburg,RasenBallsport Leipzig,0,0,2025-03-08 17:30:00,Kiliann Sildillia,BallTouch
621517,76,BlockedShot,72.80000305175781,48.29999923706055,0.0200428608804941,Maximilian Eggestein,h,125,OpenPlay,2024,LeftFoot,27963,Freiburg,RasenBallsport Leipzig,0,0,2025-03-08 17:30:00,Vincenzo Grifo,Pass
622521,21,BlockedShot,87.0,52.20000076293946,0.0924230366945266,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,27972,Mainz 05,Freiburg,2,2,2025-03-15 14:30:00,,Rebound
622525,32,MissedShots,83.4000015258789,47.79999923706055,0.0579629875719547,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,27972,Mainz 05,Freiburg,2,2,2025-03-15 14:30:00,,Rebound
622532,53,BlockedShot,93.40000152587892,34.700000762939446,0.0592718757688999,Maximilian Eggestein,a,125,FromCorner,2024,LeftFoot,27972,Mainz 05,Freiburg,2,2,2025-03-15 14:30:00,,None
624649,76,MissedShots,90.59999847412108,46.09999847412109,0.0400390066206455,Maximilian Eggestein,h,125,OpenPlay,2024,Head,27982,Freiburg,Union Berlin,1,2,2025-03-30 14:30:00,Jan-Niklas Beste,Aerial
625631,87,Goal,87.30000305175781,33.79999923706054,0.0608668439090251,Maximilian Eggestein,h,125,OpenPlay,2024,RightFoot,27988,Freiburg,Borussia Dortmund,1,4,2025-04-05 13:30:00,Ritsu Doan,Pass
627060,18,SavedShot,79.0999984741211,27.200000762939453,0.017603063955903,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,Lukas Kübler,Pass
627086,92,SavedShot,93.40000152587892,57.49999999999999,0.4845091104507446,Maximilian Eggestein,a,125,OpenPlay,2024,LeftFoot,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,,BlockedPass
627085,92,BlockedShot,80.19999694824219,62.4000015258789,0.0508222393691539,Maximilian Eggestein,a,125,OpenPlay,2024,RightFoot,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,,None
594025,88,MissedShots,91.09999847412108,54.29999923706055,0.0284057296812534,Philipp Lienhart,h,2611,FromCorner,2024,Head,27779,Freiburg,St. Pauli,0,3,2024-09-28 13:30:00,Vincenzo Grifo,Aerial
596936,27,MissedShots,89.0999984741211,53.900001525878906,0.0639880746603012,Philipp Lienhart,h,2611,FromCorner,2024,Head,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,Eren Sami Dinkci,Cross
596940,36,Goal,97.40000152587892,57.900001525878906,0.319189965724945,Philipp Lienhart,h,2611,FromCorner,2024,Head,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,Vincenzo Grifo,Cross
598366,68,BlockedShot,74.5999984741211,45.400001525878906,0.0137669863179326,Philipp Lienhart,a,2611,SetPiece,2024,RightFoot,27806,RasenBallsport Leipzig,Freiburg,3,1,2024-10-26 13:30:00,,None
601171,86,MissedShots,86.4000015258789,47.9000015258789,0.3617075979709625,Philipp Lienhart,a,2611,OpenPlay,2024,Head,27829,Union Berlin,Freiburg,0,0,2024-11-08 19:30:00,Eren Sami Dinkci,Aerial
606821,78,MissedShots,91.0,54.29999923706055,0.0823904499411583,Philipp Lienhart,h,2611,FromCorner,2024,Head,27862,Freiburg,Wolfsburg,3,2,2024-12-13 19:30:00,Maximilian Eggestein,Cross
608482,10,ShotOnPost,82.69999694824219,43.0,0.0554639995098114,Philipp Lienhart,a,2611,OpenPlay,2024,RightFoot,27868,Bayer Leverkusen,Freiburg,5,1,2024-12-21 17:30:00,Lucas Höler,Pass
616061,18,MissedShots,86.80000305175781,51.5,0.0113919433206319,Philipp Lienhart,h,2611,SetPiece,2024,Head,27926,Freiburg,FC Heidenheim,1,0,2025-02-08 14:30:00,Vincenzo Grifo,Aerial
585951,16,BlockedShot,73.0,59.900001525878906,0.0181410443037748,Patrick Osterhage,h,9711,OpenPlay,2024,LeftFoot,27745,Freiburg,VfB Stuttgart,3,1,2024-08-24 13:30:00,Junior Adamu,Pass
585965,59,BlockedShot,87.4000015258789,55.79999923706055,0.1087243929505348,Patrick Osterhage,h,9711,OpenPlay,2024,LeftFoot,27745,Freiburg,VfB Stuttgart,3,1,2024-08-24 13:30:00,Junior Adamu,BallTouch
585970,78,MissedShots,76.69999694824219,55.20000076293945,0.0150209190323948,Patrick Osterhage,h,9711,FromCorner,2024,LeftFoot,27745,Freiburg,VfB Stuttgart,3,1,2024-08-24 13:30:00,,Aerial
590037,59,BlockedShot,85.0999984741211,56.29999923706055,0.0590698048472404,Patrick Osterhage,a,9711,OpenPlay,2024,RightFoot,27759,Bayern Munich,Freiburg,2,0,2024-09-01 15:30:00,,BallTouch
594019,46,MissedShots,90.09999847412108,64.80000305175781,0.0453092269599437,Patrick Osterhage,h,9711,FromCorner,2024,LeftFoot,27779,Freiburg,St. Pauli,0,3,2024-09-28 13:30:00,Vincenzo Grifo,Pass
594020,47,MissedShots,88.69999694824219,54.79999923706055,0.0419381894171237,Patrick Osterhage,h,9711,OpenPlay,2024,Head,27779,Freiburg,St. Pauli,0,3,2024-09-28 13:30:00,Christian Günter,Aerial
596937,27,MissedShots,90.30000305175781,48.700000762939446,0.0893429219722747,Patrick Osterhage,h,9711,FromCorner,2024,RightFoot,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,,BallTouch
596950,92,BlockedShot,70.30000305175781,57.20000076293945,0.0181434676051139,Patrick Osterhage,h,9711,OpenPlay,2024,LeftFoot,27800,Freiburg,Augsburg,3,1,2024-10-19 13:30:00,Nicolas Höfler,Pass
598347,3,MissedShots,86.69999694824219,58.400001525878906,0.0635158941149711,Patrick Osterhage,a,9711,FromCorner,2024,LeftFoot,27806,RasenBallsport Leipzig,Freiburg,3,1,2024-10-26 13:30:00,,None
600601,70,BlockedShot,82.80000305175781,53.0,0.0600285790860652,Patrick Osterhage,h,9711,SetPiece,2024,LeftFoot,27819,Freiburg,Mainz 05,0,0,2024-11-03 14:30:00,Christian Günter,Pass
601156,28,BlockedShot,75.0999984741211,52.20000076293946,0.0231704786419868,Patrick Osterhage,a,9711,OpenPlay,2024,LeftFoot,27829,Union Berlin,Freiburg,0,0,2024-11-08 19:30:00,,Dispossessed
601169,73,MissedShots,77.19999694824219,70.0999984741211,0.0113958334550261,Patrick Osterhage,a,9711,OpenPlay,2024,LeftFoot,27829,Union Berlin,Freiburg,0,0,2024-11-08 19:30:00,Eren Sami Dinkci,HeadPass
606799,27,BlockedShot,80.30000305175781,49.70000076293945,0.0183378644287586,Patrick Osterhage,h,9711,OpenPlay,2024,LeftFoot,27862,Freiburg,Wolfsburg,3,2,2024-12-13 19:30:00,,Aerial
606800,37,MissedShots,72.5999984741211,48.9000015258789,0.0164769534021615,Patrick Osterhage,h,9711,OpenPlay,2024,LeftFoot,27862,Freiburg,Wolfsburg,3,2,2024-12-13 19:30:00,Vincenzo Grifo,LayOff
622537,61,SavedShot,86.80000305175781,53.400001525878906,0.0885500833392143,Patrick Osterhage,a,9711,OpenPlay,2024,LeftFoot,27972,Mainz 05,Freiburg,2,2,2025-03-15 14:30:00,,Rebound
625624,70,MissedShots,92.90000152587892,51.0,0.4257076382637024,Patrick Osterhage,h,9711,SetPiece,2024,Head,27988,Freiburg,Borussia Dortmund,1,4,2025-04-05 13:30:00,Vincenzo Grifo,Cross
627058,15,Goal,89.80000305175781,54.0,0.2633096873760223,Patrick Osterhage,a,9711,OpenPlay,2024,Head,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,Lukas Kübler,Cross
618119,86,BlockedShot,71.5,49.9000015258789,0.0170328747481107,Johan Manzambi,h,13102,OpenPlay,2024,LeftFoot,27944,Freiburg,Werder Bremen,5,0,2025-02-21 19:30:00,,BallRecovery
618120,86,BlockedShot,73.69999694824219,46.400001525878906,0.016236200928688,Johan Manzambi,h,13102,OpenPlay,2024,RightFoot,27944,Freiburg,Werder Bremen,5,0,2025-02-21 19:30:00,,Rebound
624651,89,MissedShots,69.80000305175781,44.0,0.0147348642349243,Johan Manzambi,h,13102,OpenPlay,2024,RightFoot,27982,Freiburg,Union Berlin,1,2,2025-03-30 14:30:00,Philipp Lienhart,Pass
627079,84,MissedShots,90.80000305175781,59.299999237060554,0.0592280738055706,Johan Manzambi,a,13102,SetPiece,2024,Head,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,Jan-Niklas Beste,Cross
627082,89,Goal,93.3000030517578,51.79999923706055,0.4611481428146362,Johan Manzambi,a,13102,OpenPlay,2024,Head,28000,Borussia M.Gladbach,Freiburg,1,2,2025-04-12 13:30:00,Ritsu Doan,Cross
585969,73,MissedShots,78.9000015258789,43.29999923706055,0.0369392409920692,Roland Sallai,h,1277,OpenPlay,2024,LeftFoot,27745,Freiburg,VfB Stuttgart,3,1,2024-08-24 13:30:00,,None
585971,83,BlockedShot,85.30000305175781,28.499999999999996,0.1259753108024597,Roland Sallai,h,1277,OpenPlay,2024,LeftFoot,27745,Freiburg,VfB Stuttgart,3,1,2024-08-24 13:30:00,Florent Muslija,Chipped
590043,87,SavedShot,88.80000305175781,85.0999984741211,0.0124997021630406,Roland Sallai,a,1277,OpenPlay,2024,RightFoot,27759,Bayern Munich,Freiburg,2,0,2024-09-01 15:30:00,Junior Adamu,Pass
604232,93,BlockedShot,75.69999694824219,45.5,0.0238216817378997,Maximilian Philipp,h,4247,OpenPlay,2024,RightFoot,27845,Freiburg,Borussia M.Gladbach,3,1,2024-11-30 14:30:00,,None
590701,85,BlockedShot,80.19999694824219,73.5,0.0244568865746259,Nicolas Höfler,h,4250,OpenPlay,2024,RightFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,Eren Sami Dinkci,Pass
602752,42,BlockedShot,88.0999984741211,42.200000762939446,0.094354048371315,Nicolas Höfler,a,4250,SetPiece,2024,LeftFoot,27835,Borussia Dortmund,Freiburg,4,0,2024-11-23 14:30:00,Matthias Ginter,Pass
602760,54,BlockedShot,71.69999694824219,67.0999984741211,0.0095128966495394,Nicolas Höfler,a,4250,OpenPlay,2024,RightFoot,27835,Borussia Dortmund,Freiburg,4,0,2024-11-23 14:30:00,Christian Günter,Pass
616074,77,MissedShots,95.19999694824219,54.200000762939446,0.2806160151958465,Nicolas Höfler,h,4250,FromCorner,2024,Head,27926,Freiburg,FC Heidenheim,1,0,2025-02-08 14:30:00,Vincenzo Grifo,Aerial
592340,82,SavedShot,92.5,46.700000762939446,0.1368693113327026,Florent Muslija,a,7164,OpenPlay,2024,LeftFoot,27772,FC Heidenheim,Freiburg,0,3,2024-09-21 13:30:00,Jordy Makengo,Cross
598367,71,SavedShot,75.0,44.20000076293945,0.0226378627121448,Florent Muslija,a,7164,OpenPlay,2024,RightFoot,27806,RasenBallsport Leipzig,Freiburg,3,1,2024-10-26 13:30:00,Nicolas Höfler,Pass
598369,88,MissedShots,74.30000305175781,49.4000015258789,0.0640033558011055,Florent Muslija,a,7164,DirectFreekick,2024,RightFoot,27806,RasenBallsport Leipzig,Freiburg,3,1,2024-10-26 13:30:00,,Standard
590042,78,MissedShots,78.0,31.20000076293945,0.0134511906653642,Eren Sami Dinkci,a,9201,OpenPlay,2024,LeftFoot,27759,Bayern Munich,Freiburg,2,0,2024-09-01 15:30:00,,None
590694,66,BlockedShot,84.19999694824219,47.5,0.0988641828298568,Eren Sami Dinkci,h,9201,OpenPlay,2024,LeftFoot,27762,Freiburg,Bochum,2,1,2024-09-14 13:30:00,Maximilian Eggestein,Pass
592325,17,BlockedShot,93.09999847412108,62.29999923706055,0.1204152032732963,Eren Sami Dinkci,a,9201,OpenPlay,2024,RightFoot,27772,FC Heidenheim,Freiburg,0,3,2024-09-21 13:30:00,Vincenzo Grifo,Throughball
592332,48,MissedShots,88.4000015258789,34.4000015258789,0.0639547929167747,Eren Sami Dinkci,a,9201,OpenPlay,2024,RightFoot,27772,FC Heidenheim,Freiburg,0,3,2024-09-21 13:30:00,Lukas Kübler,Pass
595412,33,BlockedShot,78.9000015258789,37.09999847412109,0.0214746594429016,Eren Sami Dinkci,a,9201,FromCorner,2024,RightFoot,27789,Werder Bremen,Freiburg,0,1,2024-10-05 13:30:00,,None
598356,33,MissedShots,73.69999694824219,54.79999923706055,0.0383846759796142,Eren Sami Dinkci,a,9201,OpenPlay,2024,RightFoot,27806,RasenBallsport Leipzig,Freiburg,3,1,2024-10-26 13:30:00,Ritsu Doan,HeadPass
601164,56,MissedShots,75.0,36.200000762939446,0.0209974329918622,Eren Sami Dinkci,a,9201,OpenPlay,2024,RightFoot,27829,Union Berlin,Freiburg,0,0,2024-11-08 19:30:00,Ritsu Doan,LayOff
606554,88,SavedShot,75.9000015258789,45.70000076293945,0.0215540807694196,Eren Sami Dinkci,a,9201,OpenPlay,2024,RightFoot,27852,Hoffenheim,Freiburg,1,1,2024-12-08 16:30:00,Vincenzo Grifo,Pass
606824,90,BlockedShot,92.09999847412108,68.69999694824219,0.0743033438920974,Eren Sami Dinkci,h,9201,OpenPlay,2024,LeftFoot,27862,Freiburg,Wolfsburg,3,2,2024-12-13 19:30:00,Merlin Röhl,Pass
610667,61,BlockedShot,88.0999984741211,32.900001525878906,0.0602785907685756,Eren Sami Dinkci,h,9201,OpenPlay,2024,RightFoot,27881,Freiburg,Holstein Kiel,3,2,2025-01-11 14:30:00,,None
611427,9,SavedShot,74.4000015258789,45.0,0.0206033308058977,Eren Sami Dinkci,a,9201,OpenPlay,2024,LeftFoot,27889,Eintracht Frankfurt,Freiburg,4,1,2025-01-14 19:30:00,,BallRecovery
614748,58,SavedShot,92.59999847412108,59.0,0.4082904160022735,Eren Sami Dinkci,a,9201,OpenPlay,2024,LeftFoot,27914,Bochum,Freiburg,0,1,2025-02-01 14:30:00,,TakeOn
616062,26,MissedShots,86.19999694824219,67.5999984741211,0.0556636564433574,Eren Sami Dinkci,h,9201,OpenPlay,2024,RightFoot,27926,Freiburg,FC Heidenheim,1,0,2025-02-08 14:30:00,Vincenzo Grifo,Pass
624652,90,MissedShots,92.30000305175781,53.599998474121094,0.0537485219538211,Eren Sami Dinkci,h,9201,OpenPlay,2024,Head,27982,Freiburg,Union Berlin,1,2,2025-03-30 14:30:00,Michael Gregoritsch,HeadPass
594024,82,MissedShots,98.6999969482422,65.5999984741211,0.0579406358301639,Noah Weißhaupt,h,9732,OpenPlay,2024,RightFoot,27779,Freiburg,St. Pauli,0,3,2024-09-28 13:30:00,Vincenzo Grifo,TakeOn
611623,83,MissedShots,82.4000015258789,68.9000015258789,0.0303657371550798,Noah Weißhaupt,a,9732,OpenPlay,2024,RightFoot,27893,Bochum,St. Pauli,1,0,2025-01-15 17:30:00,David Nemeth,Chipped
614009,14,BlockedShot,80.4000015258789,70.69999694824219,0.025679986923933,Noah Weißhaupt,h,9732,OpenPlay,2024,RightFoot,27907,St. Pauli,Union Berlin,3,0,2025-01-26 16:30:00,Philipp Treu,Pass
614028,66,BlockedShot,87.5,70.9000015258789,0.0595310814678669,Noah Weißhaupt,h,9732,OpenPlay,2024,RightFoot,27907,St. Pauli,Union Berlin,3,0,2025-01-26 16:30:00,Philipp Treu,BallRecovery
614030,74,SavedShot,91.4000015258789,45.09999847412109,0.1207158118486404,Noah Weißhaupt,h,9732,OpenPlay,2024,RightFoot,27907,St. Pauli,Union Berlin,3,0,2025-01-26 16:30:00,,None
614857,26,BlockedShot,96.0999984741211,45.400001525878906,0.6013520956039429,Noah Weißhaupt,h,9732,OpenPlay,2024,RightFoot,27915,St. Pauli,Augsburg,1,1,2025-02-01 14:30:00,Morgan Guilavogui,Cross
616498,46,ShotOnPost,90.5,58.799999237060554,0.0759826898574829,Noah Weißhaupt,a,9732,SetPiece,2024,RightFoot,27923,RasenBallsport Leipzig,St. Pauli,2,0,2025-02-09 16:30:00,,None
618353,5,ShotOnPost,76.80000305175781,41.29999923706055,0.0228367298841476,Noah Weißhaupt,a,9732,OpenPlay,2024,RightFoot,27946,Mainz 05,St. Pauli,2,0,2025-02-22 14:30:00,Jackson Irvine,None
618356,25,MissedShots,77.80000305175781,30.70000076293945,0.0193755719810724,Noah Weißhaupt,a,9732,OpenPlay,2024,RightFoot,27946,Mainz 05,St. Pauli,2,0,2025-02-22 14:30:00,Siebe Van der Heyden,BallRecovery
618357,31,BlockedShot,85.30000305175781,44.29999923706054,0.0706536099314689,Noah Weißhaupt,a,9732,OpenPlay,2024,LeftFoot,27946,Mainz 05,St. Pauli,2,0,2025-02-22 14:30:00,Elias Saad,Pass
618358,35,BlockedShot,90.1999969482422,27.39999961853027,0.0796839967370033,Noah Weißhaupt,a,9732,OpenPlay,2024,RightFoot,27946,Mainz 05,St. Pauli,2,0,2025-02-22 14:30:00,Jackson Irvine,BallRecovery
621137,3,MissedShots,82.80000305175781,28.799999237060547,0.0246850252151489,Noah Weißhaupt,a,9732,OpenPlay,2024,RightFoot,27964,Wolfsburg,St. Pauli,1,1,2025-03-08 14:30:00,Oladapo Afolayan,Pass
621145,35,BlockedShot,90.6999969482422,37.29999923706055,0.1158371418714523,Noah Weißhaupt,a,9732,OpenPlay,2024,LeftFoot,27964,Wolfsburg,St. Pauli,1,1,2025-03-08 14:30:00,,TakeOn
